asset_id,technical_name,source_ref,column_names_text,business_domain,llm_consensus_score,_votes,review_reason
1005673,SYSADM.PS_AM_FDRL_FY_LNG,PS_AM_FDRL_FY_LNG,AM_FDRL_ASSET_GRP | BUSINESS_UNIT | DESCR | LANGUAGE_CD,Finance & Contrôle,0.5,"['Finance & Contrôle', 'Other']",coin_flip_reject
1005802,SYSADM.PS_AMIF_CST_TMP,PS_AMIF_CST_TMP,ACTIVITY_SW | ASSET_ID | BOOK | BUSINESS_UNIT | DTTM_STAMP | PROCESS_INSTANCE | RETIRE_SW | TRANS_DT,IT & Sécurité,0.5,"['IT & Sécurité', 'Other']",coin_flip_reject
1006251,SYSADM.PS_AMRETFDA01_AET,PS_AMRETFDA01_AET,ASSET_ID | BOOK | BUSINESS_UNIT | CLUSTERED_ASSET | CONVENTION | END_DEPR_DT | END_DEPR_FY | END_DEPR_PD | INTFC_ID | INTFC_LINE_NUM | LOW_VALUE_SW | PROCESS_INSTANCE | REQUEST_ID | RETIRE_CONVENTION | WHERE_CLAUSE1 | WHERE_CLAUSE2,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1006393,SYSADM.PS_AMSEC101_RQST1,PS_AMSEC101_RQST1,BOOK | BUSINESS_UNIT | DEPR_BONUS_PCT | DEPR_BONUS_SW1 | OPRID | PROFILE_ID | REQUEST_ID | RUN_CNTL_ID,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1006394,SYSADM.PS_AMSEC101_RQST2,PS_AMSEC101_RQST2,BOOK | BUSINESS_UNIT | DEPR_BONUS_PCT | DEPR_BONUS_SW1 | OPRID | PROFILE_ID | REQUEST_ID | RUN_CNTL_ID | SETID,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1006396,SYSADM.PS_AM_SEL_RESULTS,PS_AM_SEL_RESULTS,ASSET_CLASS | ASSET_ID | ASSET_SUBTYPE | ASSET_TYPE | BUSINESS_UNIT | CATEGORY | DEFAULT_FLAG | DESCR | IN_SERVICE_DT | PROCESS_INST_STG | PROFILE_ID | SELECT_ASSET | SERIAL_ID | TAG_NUMBER,IT & Sécurité,0.5,"['IT & Sécurité', 'Other']",coin_flip_reject
1006401,SYSADM.PS_AM_SS_TRF_HDR,PS_AM_SS_TRF_HDR,APPR_STATUS | ASSET_ID | BUSINESS_UNIT | DATE_SUBMITTED | DTTM_STAMP | ORIGINATOR_ID,Achats & Fournisseurs,0.5,"['Achats & Fournisseurs', 'Other']",coin_flip_reject
1006500,SYSADM.PS_ANALYSGRP_TEO3,PS_ANALYSGRP_TEO3,ANALYSIS_GRP_CD | CURRENCY_CD | CUST_ID | CUSTOMER_GROUP | EFFDT | EFF_STATUS | EO_FROM_CURRENCY | EO_PROCESS_INST | PRODUCT_GROUP | PRODUCT_ID | REGION_CD | SETID,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1006529,SYSADM.PS_AP_APS8003_AET,PS_AP_APS8003_AET,ACCOUNT | BUSINESS_UNIT | DEPTID | OPRID | PROCESS_INSTANCE | RUN_CNTL_ID,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1006586,SYSADM.PS_AP_ARC_VND_BK_H,PS_AP_ARC_VND_BK_H,ADDRESS1 | ADDRESS2 | ADDRESS3 | ADDRESS4 | ADDR_FIELD1 | ADDR_FIELD2 | ADDR_FIELD3 | BANK_ACCOUNT_NUM | BANK_ACCT_SEQ_NBR | BANK_ACCT_TYPE | BANK_ID_QUAL | BENEF_BRANCH | BENEF_BRANCH_AC | BENEFICIARY_BANK | BENEFICIARY_BNK_AC | BNK_ID_NBR | BRANCH_ID | CHECK_DIGIT | CITY | COUNTRY | COUNTRY_CODE | COUNTY | DEFAULT_IND | DESCR | DFI_ID_NUM | DFI_ID_QUAL | EFFDT | EXTENSION | FAX | GEO_CODE | HOUSE_TYPE | IBAN_CHECK_DIGIT | IBAN_ID | IN_CITY_LIMIT | NUM1 | NUM2 | PHONE | POSTAL | PSARCH_BATCHNUM | PSARCH_ID | SETID | STATE | VENDOR_ID | VNDR_LOC,Achats & Fournisseurs,0.5,"['Achats & Fournisseurs', 'Finance & Contrôle']",coin_flip_reject
1006632,SYSADM.PS_AP_ASSTN_STEP,PS_AP_ASSTN_STEP,ASSTN_REC_LBL | ASSTN_REC_NAME | ASSTN_TEMP_REC | DESCR | DRIVER_REC_LBL | DRIVER_REC_NAME | DRIVER_TEMP_REC | HOLDING_REC | OUTPUT_RECNAME | SQLIDBTH | SQLIDONL | STEP_NAME,IT & Sécurité,0.5,"['IT & Sécurité', 'Finance & Contrôle']",coin_flip_reject
1006655,SYSADM.PS_AP_CCR_VBLD_AET,PS_AP_CCR_VBLD_AET,AE_APPSTATUS | CCR_DUNS_PLUS4 | CCR_NAICS_FLG | CCR_SIC_FLG | DUNS_NUMBER | MESSAGE_NBR | MESSAGE_SET_NBR | PROCESS_INSTANCE | SOURCE_SYSTEM | SQLTEXT,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1006771,SYSADM.PS_AP_DAM_ALG8_T,PS_AP_DAM_ALG8_T,BUSINESS_UNIT | BUSINESS_UNIT_PO | BUSINESS_UNIT_RECV | LINE_NBR | PO_ID | PROCESS_INSTANCE | RECEIVER_ID | RECV_LN_NBR | RECV_SHIP_SEQ_NBR | SCHED_NBR | VOUCHER_ID | VOUCHER_LINE_NUM,Achats & Fournisseurs,0.5,"['Achats & Fournisseurs', 'Finance & Contrôle']",coin_flip_reject
1007342,SYSADM.PS_AP_FIN2025_AET,PS_AP_FIN2025_AET,EFT_LAYOUT_CD | LANGUAGE_CD | OPRID | PROCESS_INSTANCE | RUN_CNTL_ID,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1007738,SYSADM.PS_AP_MTPOLN_T,PS_AP_MTPOLN_T,AMT_MATCHED_PO | AMT_ONLY_FLG | BUSINESS_UNIT_PO | BUYER_ID | CAT_LINE_NBR | CNTRCT_ID | CNTRCT_LINE_NBR | CNTRCT_SETID | CURRENCY_CD_PO | DISTRIB_MTHD_FLG | DUE_DT | EXT_PRC_TOL | EXT_PRC_TOL_L | FREIGHT_TERMS | FROZEN_FLG | INSPECT_CD | INV_ITEM_ID_PO | ITM_ID_VNDR | ITM_SETID_PO | LINE_NBR | MATCH_ACTION | MATCH_CNTRL_ID | MATCH_LINE_OPT | MATCH_STATUS_LN_PO | MATCH_STATUS_PO | MERCH_AMT_PO | ORIGIN | ORIG_PROM_DT | PCT_EXT_PRC_TOL | PCT_EXT_PRC_TOL_L | PCT_UNDER_QTY | PCT_UNIT_PRC_TOL | PCT_UNIT_PRC_TOL_L | PO_DT | PO_ID | PO_STATUS | PO_TYPE | PRICE_CAN_CHANGE | PRICE_PO | PROCESS_INSTANCE | PYMNT_TERMS_CD_PO | QTY_MATCHED_PO | QTY_PO | QTY_RECV_TOL_PCT | QTY_RECV_TOL_PCT2 | RECV_REQ | RECV_STATUS | RJCT_OVER_TOL_FLAG | RT_TYPE_PO | SCHED_NBR | SHIPTO_ID | TAX_EXEMPT | UNIT_PRC_TOL | UNIT_PRC_TOL_L | UOM_PO | VENDOR_PO | VERSION_NBR | VNDR_LOC_PO | VNDR_SETID_PO | ZERO_PRICE_IND,Achats & Fournisseurs,0.5,"['Achats & Fournisseurs', 'Finance & Contrôle']",coin_flip_reject
1008275,SYSADM.PS_AP_PRLLPROCSTAT,PS_AP_PRLLPROCSTAT,DATE_ASSIGNED | PROCESS_INSTANCE | PROCESS_NAME,IT & Sécurité,0.5,"['IT & Sécurité', 'Finance & Contrôle']",coin_flip_reject
1008539,SYSADM.PS_APS_OP_O_TAO,PS_APS_OP_O_TAO,APS_BRANCH_CODE | APS_OP_INST_CODE | APS_PRDN_SCHD_CODE | APS_RTG_INST_CODE | EXPECTED_PRDN_QTY | INV_ITEM_ID | MG_OUTPUT_TYPE | PROBINST | PROCESS_INSTANCE,Supply Chain / Logistique / Production,0.5,"['Supply Chain / Logistique / Production', 'IT & Sécurité']",coin_flip_reject
1008589,SYSADM.PS_APS_RTG_I_TAO,PS_APS_RTG_I_TAO,APS_BRANCH_CODE | APS_PRDN_SCHD_CODE | APS_RTG_INST_CODE | BOM_CODE | BUSINESS_UNIT | EXPECTED_PRDN_QTY | INV_ITEM_ID | PLAN_END_DTTM | PLAN_START_DTTM | PL_SEQ_NBR | PROBINST | PROCESS_INSTANCE | PRODUCTION_ID | RTG_CODE,Supply Chain / Logistique / Production,0.5,"['Supply Chain / Logistique / Production', 'IT & Sécurité']",coin_flip_reject
1008738,SYSADM.PS_AP_TINLFL_TAO,PS_AP_TINLFL_TAO,FL_ACCOUNT | FL_NAME | FL_TIN_CODE | FL_TIN_NUMBER | FL_TIN_TYPE | PROCESS_INSTANCE | SETID | TIN_TYPE | VENDOR_ID | WTHD_ENTITY,Achats & Fournisseurs,0.5,"['Achats & Fournisseurs', 'Finance & Contrôle']",coin_flip_reject
1008788,SYSADM.PS_AP_VAL_INHERIT,PS_AP_VAL_INHERIT,DESCR | OPRID | PROCESS_FREQUENCY | PROCESS_INSTANCE | REQUEST_DT | REQUEST_ID | RUN_CNTL_ID,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1008983,SYSADM.PS_AP_X8085_AET,PS_AP_X8085_AET,AS_OF_DATE | LANGUAGE_CD | OPRID | PROCESS_INSTANCE | REPORT_DEFN_ID | RUN_CNTL_ID | TMPLDEFN_ID,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1009120,SYSADM.PS_ARCH_AUDIT_RQST,PS_ARCH_AUDIT_RQST,ARCH_CLASS | ARCH_EVENT | FROM_DT | OPRID | PSARCH_FILE_PATH | PSARCH_ID | PSARCH_PRINT_SQL | RUN_CNTL_ID | TO_DT,IT & Sécurité,0.5,"['IT & Sécurité', 'Finance & Contrôle']",coin_flip_reject
1010449,SYSADM.PS_ASSET_CUST_C,PS_ASSET_CUST_C,AFFILIATE | AFFILIATE_INTRA1 | AFFILIATE_INTRA2 | ASSET_ID | AUTHORIZATION_DT | AUTHORIZATION_NAME | AUTH_STATUS | BUDGET_REF | BUSINESS_UNIT | CHARTFIELD1 | CHARTFIELD2 | CHARTFIELD3 | CLASS_FLD | COMPARE_SOURCE | COMPARE_TYPE | CUSTODIAN | DEPTID | EFFDT | EFFSEQ | EMPLID | FUND_CODE | OFFSITE_SW | OPERATING_UNIT | PRODUCT | PROGRAM_CODE | PROJECT_ID | TEST_CASE,Finance & Contrôle,0.5,"['Finance & Contrôle', 'Other']",coin_flip_reject
1010452,SYSADM.PS_ASSET_CUST_S,PS_ASSET_CUST_S,AFFILIATE | AFFILIATE_INTRA1 | AFFILIATE_INTRA2 | ASSET_ID | AUTHORIZATION_DT | AUTHORIZATION_NAME | AUTH_STATUS | BUDGET_REF | BUSINESS_UNIT | CHARTFIELD1 | CHARTFIELD2 | CHARTFIELD3 | CLASS_FLD | CUSTODIAN | DEPTID | EFFDT | EFFSEQ | EMPLID | FUND_CODE | OFFSITE_SW | OPERATING_UNIT | PRODUCT | PROGRAM_CODE | PROJECT_ID | TEST_CASE,Finance & Contrôle,0.5,"['Finance & Contrôle', 'Other']",coin_flip_reject
1010538,SYSADM.PS_AUC_AWARD_SH,PS_AUC_AWARD_SH,AUC_ID | AUC_ROUND | AUC_VERSION | BUSINESS_UNIT | CURRENCY_CD | DISTRIB_MTHD_FLG | DUE_DT | FREIGHT_TERMS | LINE_NBR | MERCHANDISE_AMT | QTY_AUC | SCHED_NBR | SHIP_FROM_LOC | SHIPTO_ID | SHIPTO_SETID | SHIP_TYPE_ID,Supply Chain / Logistique / Production,0.5,"['Supply Chain / Logistique / Production', 'Achats & Fournisseurs']",coin_flip_reject
1010617,SYSADM.PS_AUC_HDR_CLB_GRP,PS_AUC_HDR_CLB_GRP,AUC_AWD_ROUTE_DTTM | AUC_AWDRVW_BY_DTTM | AUC_BF_RVW_DFLT | AUC_COLLAB_GRP | AUC_COLLAB_GRP_NBR | AUC_COLLAB_SRC | AUC_COLLAB_TYPE | AUC_DSP_BFCOST | AUC_ID | AUC_REVIEW_BY_DTTM | AUC_ROUND | AUC_ROUTE_DTTM | AUC_ROUTE_SEQ | AUC_VERSION | BUSINESS_UNIT | WEIGHTING,Other,0.5,"['Other', 'RH']",coin_flip_reject
1010620,SYSADM.PS_AUC_HDR_FCT_CLB,PS_AUC_HDR_FCT_CLB,AUC_DTTM_CLB_RESP | AUC_ID | AUC_ROUND | AUC_VERSION | BID_FACTOR_NBR | BID_FACTOR_TYPE | BUSINESS_UNIT | OPRID | WEIGHTING,IT & Sécurité,0.5,"['IT & Sécurité', 'Other']",coin_flip_reject
1010640,SYSADM.PS_AUC_LNCNST_ATLS,PS_AUC_LNCNST_ATLS,AUC_BF_LIST_LINE | AUC_ID | AUC_ROUND | AUC_VERSION | BID_LIST_ITEM | BID_LIST_SELECTED | BUSINESS_UNIT | CONST_ATTR_NBR | CONST_NBR | LINE_NBR,Achats & Fournisseurs,0.5,"['Achats & Fournisseurs', 'Other']",coin_flip_reject
1010706,SYSADM.PS_AUC_PLAN_HDR,PS_AUC_PLAN_HDR,AUC_OVR_PLN_STATUS | AUC_PLAN_ID | AUC_PLAN_NAME | AUC_PLAN_STATUS | AUC_PLAN_TYPE | AUC_TMPL_BUS_UNIT | AUC_TMPL_PLAN_ID | AUC_TMPLTE_DESCR | AUC_TMPLTE_FLG | AUC_TMPLTE_ID | AUC_TMPL_VERSION | AUC_VERSION | BASE_CURR_CD | BASELINE_SPEND | BUSINESS_UNIT | CREATE_DTTM | CREATEOPRID | CURRENT_OWNER | CURRENT_PHASE | DESCR2000 | END_DATE | FINAL_CURR_CD | FINAL_SPEND | LAST_UPDATE_DTTM | LASTUPDOPRID | PLAN_OWNER | PRIMARY_CATEGORY | SECONDARY_CATEGORY | START_DATE,Achats & Fournisseurs,0.5,"['Achats & Fournisseurs', 'Ventes & Clients']",coin_flip_reject
1010767,SYSADM.PS_AUC_UDDI_BUSCAT,PS_AUC_UDDI_BUSCAT,DESCR254_MIXED | LINE_NBR | NAME1 | UDDI_BUS_KEY,IT & Sécurité,0.5,"['Other', 'IT & Sécurité']",coin_flip_reject
1010810,SYSADM.PS_AUTO_ENTRY_TBL,PS_AUTO_ENTRY_TBL,AUTOMNT_REASON | DST_GL | EFFDT | EFF_STATUS | ENTRY_TYPE | ENTRY_USE_ID | PP_ENTRY_REASON | REQUIRE_REASON | SETID,Finance & Contrôle,0.5,"['Finance & Contrôle', 'Other']",coin_flip_reject
1010838,SYSADM.PS_AVN_NODE_LINE,PS_AVN_NODE_LINE,ACV_NDFLD_ALIGN_1 | ACV_NDFLD_ALIGN_2 | ACV_NDFLD_ID_1 | ACV_NDFLD_ID_2 | ACV_NDFLD_TYPE_1 | ACV_NDFLD_TYPE_2 | ACV_ND_LINE_NUM | ACV_ND_LINE_SEQ | ACV_ND_STRING_1 | ACV_ND_STRING_2 | ACV_NDTPL_ID | ACV_ND_VIEW_NAME | ACV_ZOOM_LEVEL,IT & Sécurité,0.5,"['IT & Sécurité', 'Other']",coin_flip_reject
1010841,SYSADM.PS_AVN_NODE_ZOOM,PS_AVN_NODE_ZOOM,ACV_NDTPL_ID | ACV_ND_VIEW_NAME | ACV_WIDTH_LEFT | ACV_WIDTH_RIGHT | ACV_ZOOM_LEVEL | DEFAULT_FLAG,IT & Sécurité,0.5,"['Other', 'IT & Sécurité']",coin_flip_reject
1010984,SYSADM.PS_BC_CMP_RANK_DFN,PS_BC_CMP_RANK_DFN,BC_CMPNT_RANK_ID | BC_CMPNT_RANKING | BC_RANK_TYPE | DESCR | EFFDT | EFF_STATUS | FMS_DTTM_STAMP | FMS_LASTUPDDTTM | FMS_LASTUPDOPRID | FMS_OPRID | SETID,IT & Sécurité,0.5,"['Other', 'IT & Sécurité']",coin_flip_reject
1011104,SYSADM.PS_BC_SETUP_PROMPT,PS_BC_SETUP_PROMPT,BC_ACCT_PROMPT | BC_CLASS_PROMPT | BC_DEPT_PROMPT | BC_FUND_PROMPT | BC_INDUSTRY_TYPE | FMS_DTTM_STAMP | FMS_LASTUPDDTTM | FMS_LASTUPDOPRID | FMS_OPRID,IT & Sécurité,0.5,"['IT & Sécurité', 'Other']",coin_flip_reject
1011159,SYSADM.PS_BETC_DEFN_LANG,PS_BETC_DEFN_LANG,AGENCY_ID1 | ALLO_TR_AGENCY | AVAIL_TYPE_CD | BEGIN_PERIOD_AVAIL | BETC_CD | DESCR50 | END_PERIOD_AVAIL | LANGUAGE_CD | MAIN_ACCOUNT | SUB_ACCOUNT | SUB_LEVEL_CD,Finance & Contrôle,0.5,"['Finance & Contrôle', 'Other']",coin_flip_reject
1011273,SYSADM.PS_BID_FACTOR_PRC,PS_BID_FACTOR_PRC,AUC_PRC_COMP_NBR | AUC_PRICE_COMP | BID_FACTOR_CD | EFFDT | SETID | UNIT_OF_MEASURE | WEIGHTING,Achats & Fournisseurs,0.5,"['Ventes & Clients', 'Achats & Fournisseurs']",coin_flip_reject
1011276,SYSADM.PS_BID_FCTR_CLAUSE,PS_BID_FCTR_CLAUSE,BID_FACTOR_CD | CS_BODY_TYPE | CS_OBJECT_ID | EFFDT | SEQ_NBR_5 | SETID,Achats & Fournisseurs,0.5,"['Other', 'Achats & Fournisseurs']",coin_flip_reject
1011282,SYSADM.PS_BID_ID_NBRS_HST,PS_BID_ID_NBRS_HST,BIDDER_ID | CREDIT_FLG | ENTERED_DTTM | SEQNUM | SETID | STD_ID_NUM | STD_ID_NUM_QUAL | STD_ID_SETID | USERID,Achats & Fournisseurs,0.5,"['Achats & Fournisseurs', 'Ventes & Clients']",coin_flip_reject
1012167,SYSADM.PS_BI_ELGNOT_TAO,PS_BI_ELGNOT_TAO,BUSINESS_UNIT | GRP_INVOICE | GRP_LINE_NBR | INVOICE | LINE_NOTE_SEQ_NUM | LINE_SEQ_NUM | NOTE_LEVEL_TYPE | NOTES_SEQ_NUM | NOTE_TYPE | PROCESS_INSTANCE | PUBLIC_VOUCHER_NBR | TEXT254,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1012302,SYSADM.PS_BI_ELNOTE_TAO,PS_BI_ELNOTE_TAO,ADD_DT | BUSINESS_UNIT | GRP_INVOICE | GRP_LINE_NBR | INTERNAL_FLAG | INVOICE | INVOICE_DT | INVOICE_FORM_ID | LANGUAGE_CD | LAST_MAINT_OPRID | LINE_SEQ_NUM | NOTE_CATEGORY | NOTE_LEVEL_TYPE | NOTES_SEQ_NUM | NOTE_TYPE | PROCESS_INSTANCE | SETID | SINGLE_LINE | STD_NOTE_CD | STD_NOTE_FLAG | TEXT254,Finance & Contrôle,0.5,"['IT & Sécurité', 'Finance & Contrôle']",coin_flip_reject
1012379,SYSADM.PS_BI_EX_GTCUS_AET,PS_BI_EX_GTCUS_AET,ADDRESS_PHONE | CUST_ID | CUST_NAME2 | CUSTOMER_CD | CUST_OPTION_GTA | EXPORT | EXPORT_STATUS_GTA | FROM_CUSTOMER_CD | FROM_CUSTOMER_ID | LAST_MOD_DT_FROM | LAST_MOD_DT_TO | LAST_MODIFIED_DATE | LENGTH | PHONE | PROCESS_INSTANCE | RUN_CNTL_ID | SETID | SETID2 | SHORT_CODE | TO_CUSTOMER_CD | TO_CUSTOMER_ID | VAT_INVOICE_TYPE | VAT_RGSTRN_ID | WHERE_CLAUSE,Finance & Contrôle,0.5,"['Other', 'Finance & Contrôle']",coin_flip_reject
1012416,SYSADM.PS_BI_EXTRCT_CC,PS_BI_EXTRCT_CC,ADD_DT | ADDRESS1 | ADDRESS2 | ADDRESS3 | ADDRESS4 | ADDRESS_SEQ_NUM | ADDR_FIELD1 | ADDR_FIELD2 | ADDR_FIELD3 | BILL_TO_COPIES | BILL_TO_MEDIA | BUSINESS_UNIT | CITY | CNTCT_SEQ_NUM | COUNTRY | COUNTY | CUST_ID | CUST_NAME | EMAILID | ERROR_STATUS_BI | FAX | HOUSE_TYPE | IN_CITY_LIMIT | INVOICE | IVC_DELIVERED_FLG | LANGUAGE_CD | LAST_MAINT_OPRID | NAME1 | NUM1 | NUM2 | POSTAL | PROCESS_INSTANCE | SEQ_NUM | STATE,Ventes & Clients,0.5,"['Ventes & Clients', 'Finance & Contrôle']",coin_flip_reject
1012659,SYSADM.PS_BI_HDR_NOTE_TMP,PS_BI_HDR_NOTE_TMP,ADD_DTTM | BUSINESS_UNIT | INTERNAL_FLAG | INVOICE | LAST_MAINT_OPRID | LAST_UPDATE_DTTM | NOTES_SEQ_NUM | NOTE_TYPE | STD_NOTE_CD | STD_NOTE_FLAG | TEXT254,Finance & Contrôle,0.5,"['Finance & Contrôle', 'Other']",coin_flip_reject
1012721,SYSADM.PS_BI_IHNOT_TAO,PS_BI_IHNOT_TAO,ADD_DTTM | BUSINESS_UNIT | INTERNAL_FLAG | INVOICE | LAST_MAINT_OPRID | LAST_UPDATE_DTTM | NOTES_SEQ_NUM | NOTE_TYPE | PROCESS_INSTANCE | STD_NOTE_CD | STD_NOTE_FLAG | TEXT254,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
1012910,SYSADM.PS_BI_LINE_NUM_AET,PS_BI_LINE_NUM_AET,ADJ_LINE_TYPE | BUSINESS_UNIT | INVOICE | INVOICE_LINE | INVOICE_TYPE | LINE_SEQ_NUM | NEW_COUNTER | NEW_SORT_BY_ID | OLD_COUNTER | OLD_SORT_BY_ID | PROCESS_INSTANCE | SQLTEXT | TEMP_NBR1,Finance & Contrôle,0.5,"['IT & Sécurité', 'Finance & Contrôle']",coin_flip_reject
1012980,SYSADM.PS_BI_LVAT_ERR,PS_BI_LVAT_ERR,BUSINESS_UNIT | ERROR_FIELDNAME | ERROR_STATUS_BI | INVOICE | LINE_SEQ_NUM | MESSAGE_NBR | MESSAGE_SET_NBR | PROCESS_INSTANCE,Finance & Contrôle,0.5,"['Finance & Contrôle', 'IT & Sécurité']",coin_flip_reject
